City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Sharkan,RU,2021-12-13 00:43:21,57.2989,53.8712,2.16,95,48,3.49,scattered clouds
260,Bujaru,BR,2021-12-13 00:45:11,-1.515,-48.0447,80.62,86,100,3.78,overcast clouds
261,Paracuru,BR,2021-12-13 00:45:12,-3.41,-39.0306,82.42,78,59,13.44,broken clouds
262,Bolobo,CD,2021-12-13 00:45:12,-2.1667,16.2333,70.39,94,100,3.56,overcast clouds
263,Bandar-E Anzali,IR,2021-12-13 00:45:12,37.4727,49.4622,54.95,87,100,2.82,overcast clouds
264,Ostrovnoy,RU,2021-12-13 00:35:58,68.0531,39.5131,29.59,93,100,14.54,light snow
265,Jacksonville Beach,US,2021-12-13 00:40:34,30.2947,-81.3931,63.45,85,90,1.01,overcast clouds
266,Chirongui,YT,2021-12-13 00:45:13,-12.9319,45.1483,78.73,71,39,7.83,scattered clouds
267,Rio Cuarto,AR,2021-12-13 00:45:13,-33.1307,-64.3499,65.97,88,75,11.5,broken clouds
268,Taoudenni,ML,2021-12-13 00:43:35,22.6783,-3.9836,66.09,21,27,14.54,scattered clouds
269,Hearst,CA,2021-12-13 00:43:43,49.6835,-83.6665,32.25,87,62,9.93,broken clouds
270,Savannah Bight,HN,2021-12-13 00:45:14,16.45,-85.85,80.65,74,0,14.61,clear sky
271,Veseloyarsk,RU,2021-12-13 00:45:14,51.2836,81.1056,-3.66,100,93,3.15,overcast clouds
272,Huari,PE,2021-12-13 00:45:15,-9.3333,-77.2333,46.9,79,92,6.31,overcast clouds
273,Aripuana,BR,2021-12-13 00:43:13,-9.1667,-60.6333,74.52,96,100,2.51,light rain
274,Bilma,NE,2021-12-13 00:36:13,18.6853,12.9164,63.95,12,11,10.04,few clouds
275,Asosa,ET,2021-12-13 00:38:12,10.0667,34.5333,63.75,26,69,4.43,broken clouds
276,Funtua,NG,2021-12-13 00:45:15,11.5233,7.3081,66.85,23,100,8.9,overcast clouds
277,Jumla,NP,2021-12-13 00:36:57,29.2747,82.1838,36.05,36,7,5.5,clear sky
278,Tarata,BO,2021-12-13 00:45:16,-17.6167,-66.0167,69.22,46,100,3.67,overcast clouds
279,Holoby,UA,2021-12-13 00:45:17,51.0865,25.0077,32.05,97,100,10.29,overcast clouds
280,Inta,RU,2021-12-13 00:45:18,66.0317,60.1659,9.27,93,98,9.86,overcast clouds
281,Conde,BR,2021-12-13 00:36:46,-7.2597,-34.9075,78.26,83,40,4.61,scattered clouds
282,Abonnema,NG,2021-12-13 00:45:18,4.7084,6.7931,80.38,83,34,5.01,scattered clouds
283,Ambanja,MG,2021-12-13 00:45:19,-13.6833,48.45,72.99,89,10,3.04,clear sky
284,Mangrol,IN,2021-12-13 00:45:19,21.1167,70.1167,71.01,60,0,8.19,clear sky
285,Vila Do Maio,CV,2021-12-13 00:43:24,15.1333,-23.2167,74.19,74,100,13.89,overcast clouds
286,Bethanien,NA,2021-12-13 00:37:05,-26.502,17.1583,68.04,28,39,4.63,scattered clouds
287,Kangra,IN,2021-12-13 00:45:20,32.1,76.2667,49.21,32,0,5.3,clear sky
288,Ouro Branco,BR,2021-12-13 00:45:21,-20.5208,-43.6919,65.1,97,100,3.29,moderate rain
289,Morrisburg,CA,2021-12-13 00:45:21,44.9001,-75.1826,40.68,66,100,20.09,overcast clouds
290,Tessalit,ML,2021-12-13 00:37:24,20.1986,1.0114,67.73,10,81,8.72,broken clouds
291,Hualmay,PE,2021-12-13 00:40:25,-11.0964,-77.6139,68.0,85,74,8.23,broken clouds
292,Ginda,IN,2021-12-13 00:45:21,30.6945,78.4932,41.54,25,100,6.67,overcast clouds
293,San Cristobal,VE,2021-12-13 00:38:04,7.7669,-72.225,71.78,93,88,3.29,overcast clouds
294,Wittstock,DE,2021-12-13 00:45:22,53.1612,12.4829,44.53,100,100,5.41,overcast clouds
295,Moskovskiy,RU,2021-12-13 00:41:08,55.5991,37.355,24.91,95,90,4.0,light snow
296,Banikoara,BJ,2021-12-13 00:45:23,11.2985,2.4386,74.91,17,94,4.61,overcast clouds
297,Sur,OM,2021-12-13 00:37:29,22.5667,59.5289,70.43,65,0,7.96,clear sky
298,Wundanyi,KE,2021-12-13 00:45:23,-3.4019,38.364,59.83,94,50,1.79,scattered clouds
299,Borovoy,RU,2021-12-13 00:45:23,55.4333,86.0833,-1.12,84,75,8.95,light shower snow
300,Nampula,MZ,2021-12-13 00:43:49,-15.1165,39.2666,68.23,96,40,3.98,scattered clouds
301,Bardiyah,LY,2021-12-13 00:37:00,31.7561,25.0865,59.23,78,0,7.34,clear sky
302,Naranjal,EC,2021-12-13 00:45:24,-2.6667,-79.6167,75.0,89,98,3.62,overcast clouds
303,Guiratinga,BR,2021-12-13 00:45:24,-16.3494,-53.7583,72.45,91,100,1.88,moderate rain
304,Antigonish,CA,2021-12-13 00:45:23,45.6169,-61.9986,38.05,61,0,7.0,clear sky
305,San,ML,2021-12-13 00:45:25,13.3034,-4.8956,79.05,15,100,7.81,overcast clouds
306,Santa Rosa,PH,2021-12-13 00:43:25,14.3122,121.1114,85.08,70,91,15.82,overcast clouds
307,Murgab,TM,2021-12-13 00:36:10,37.4966,61.9714,44.47,93,90,4.61,overcast clouds
308,Camacupa,AO,2021-12-13 00:41:02,-12.0167,17.4833,61.61,97,99,0.87,overcast clouds
309,Bikaner,IN,2021-12-13 00:45:26,28.0167,73.3,56.37,32,64,6.55,broken clouds
310,Rawdon,CA,2021-12-13 00:45:26,46.0501,-73.7159,39.25,73,9,16.73,clear sky
311,Abnub,EG,2021-12-13 00:45:27,27.2696,31.1511,61.02,45,100,3.27,overcast clouds
312,Tori Fatehpur,IN,2021-12-13 00:45:27,25.45,79.1333,52.39,59,0,1.81,clear sky
313,Lapua,FI,2021-12-13 00:45:27,62.9693,23.0088,31.1,96,100,6.08,overcast clouds
314,Ikungi,TZ,2021-12-13 00:45:28,-5.1333,34.7667,61.25,93,71,9.64,broken clouds
315,Naron,ES,2021-12-13 00:45:28,43.5167,-8.1528,51.67,82,15,5.61,few clouds
316,Stralsund,DE,2021-12-13 00:45:28,54.3091,13.0818,45.05,99,100,9.86,overcast clouds
317,Rawson,AR,2021-12-13 00:35:49,-43.3002,-65.1023,56.57,73,100,14.99,light rain
318,Qostanay,KZ,2021-12-13 00:43:26,53.1667,63.5833,5.29,78,0,8.95,clear sky
319,Kulhudhuffushi,MV,2021-12-13 00:43:53,6.6221,73.07,80.85,76,99,3.27,overcast clouds
320,Nouakchott,MR,2021-12-13 00:42:11,18.0858,-15.9785,74.26,29,100,12.55,overcast clouds
321,Doha,QA,2021-12-13 00:41:07,25.2867,51.5333,66.18,72,0,9.22,clear sky
322,Klaksvik,FO,2021-12-13 00:35:33,62.2266,-6.589,40.12,96,100,13.47,overcast clouds
323,Ushirombo,TZ,2021-12-13 00:45:30,-3.4919,31.9639,64.76,95,100,6.71,light rain
324,Udimskiy,RU,2021-12-13 00:45:31,61.1417,45.9144,11.34,95,100,6.78,overcast clouds
325,Antalaha,MG,2021-12-13 00:36:28,-14.9003,50.2788,72.07,90,93,5.91,light rain
326,Gola Gokarannath,IN,2021-12-13 00:45:31,28.0833,80.4667,53.89,69,5,1.9,clear sky
327,Valparaiso,CL,2021-12-13 00:35:37,-33.0393,-71.6273,62.24,68,0,13.8,clear sky
328,Morondava,MG,2021-12-13 00:43:08,-20.2833,44.2833,78.21,74,0,1.59,clear sky
329,Yambio,SS,2021-12-13 00:45:32,4.5721,28.3955,70.25,38,100,3.22,overcast clouds
330,Bayir,TR,2021-12-13 00:36:15,37.2687,28.2167,52.32,93,98,8.34,overcast clouds
331,Moose Factory,CA,2021-12-13 00:45:33,51.2585,-80.6094,23.0,93,90,4.61,overcast clouds
332,Salinopolis,BR,2021-12-13 00:45:33,-0.6136,-47.3561,81.39,79,24,12.28,few clouds
333,Dzaoudzi,YT,2021-12-13 00:45:34,-12.7887,45.2699,78.69,83,20,2.3,few clouds
334,Aden,YE,2021-12-13 00:43:03,12.7794,45.0367,77.86,62,0,14.7,clear sky
335,Trelew,AR,2021-12-13 00:41:04,-43.249,-65.3051,58.53,64,100,15.57,light rain
336,Ikornnes,NO,2021-12-13 00:45:34,62.3873,6.557,43.09,77,100,1.99,overcast clouds
337,Hettstedt,DE,2021-12-13 00:45:35,51.65,11.5,43.39,96,100,4.38,overcast clouds
338,Svetlyy,RU,2021-12-13 00:37:09,54.675,20.1347,30.25,93,100,7.2,overcast clouds
339,Santiago De Cao,PE,2021-12-13 00:45:35,-7.9589,-79.2392,66.33,82,55,5.75,broken clouds
340,Coihueco,CL,2021-12-13 00:45:36,-36.6167,-71.8333,61.54,51,4,12.66,clear sky
341,Nalut,LY,2021-12-13 00:45:36,30.3333,10.85,43.5,62,6,7.96,clear sky
342,Abha,SA,2021-12-13 00:43:08,18.2164,42.5053,44.85,46,0,3.44,clear sky
343,Chern,RU,2021-12-13 00:45:37,53.4523,36.9145,27.82,84,100,11.59,light snow
344,Moundsville,US,2021-12-13 00:45:37,39.9203,-80.7431,39.15,76,6,6.13,clear sky
345,Tala,EG,2021-12-13 00:45:38,30.6803,30.9429,59.65,79,100,6.96,overcast clouds
346,Ushtobe,KZ,2021-12-13 00:42:46,45.2514,77.9838,35.83,90,100,5.39,overcast clouds
347,Dwarka,IN,2021-12-13 00:36:00,22.2394,68.9678,72.66,53,0,8.79,clear sky
348,Islamkot,PK,2021-12-13 00:45:41,24.6997,70.177,60.91,26,12,6.93,few clouds
349,Caaguazu,PY,2021-12-13 00:45:42,-25.45,-56.0167,70.81,85,100,8.01,overcast clouds
350,Herat,AF,2021-12-13 00:45:42,34.5,62.0,36.64,71,0,7.99,clear sky
351,Cockburn Town,TC,2021-12-13 00:37:07,21.4612,-71.1419,80.01,74,0,19.71,clear sky
352,Adeje,ES,2021-12-13 00:45:43,28.1227,-16.726,66.56,64,20,6.91,few clouds
353,Tupelo,US,2021-12-13 00:42:18,34.2576,-88.7034,44.89,64,1,0.0,clear sky
354,Piste,MX,2021-12-13 00:45:43,20.7,-88.5833,76.19,75,77,3.47,broken clouds
355,Santiago Del Estero,AR,2021-12-13 00:42:16,-27.7951,-64.2615,74.8,88,13,9.89,few clouds
356,Bahia Blanca,AR,2021-12-13 00:45:44,-38.7196,-62.2724,69.53,35,86,12.75,overcast clouds
357,Beaupre,CA,2021-12-13 00:45:44,47.0443,-70.8953,38.7,64,91,6.91,overcast clouds
358,Nantucket,US,2021-12-13 00:38:50,41.2835,-70.0995,43.09,49,1,8.05,clear sky
359,Camocim,BR,2021-12-13 00:45:45,-2.9022,-40.8411,80.58,79,66,15.3,broken clouds
360,Chulym,RU,2021-12-13 00:45:45,55.0997,80.9572,6.53,96,100,7.67,light snow
361,Impfondo,CG,2021-12-13 00:37:47,1.6381,18.0667,72.61,88,100,3.11,overcast clouds
362,Otuzco,PE,2021-12-13 00:45:46,-7.9,-78.5833,32.32,84,82,2.57,broken clouds
363,Mangan,IN,2021-12-13 00:45:46,27.5167,88.5333,53.26,41,0,6.67,clear sky
364,Opuwo,NA,2021-12-13 00:37:03,-18.0607,13.84,72.32,65,89,8.52,light rain
365,Korla,CN,2021-12-13 00:36:54,41.7597,86.1469,16.61,75,18,2.01,few clouds
366,Shubarkuduk,KZ,2021-12-13 00:37:13,49.1447,56.4872,16.45,68,0,10.04,clear sky
367,Barcelos,PT,2021-12-13 00:37:38,41.5388,-8.6151,53.74,81,5,5.28,clear sky
368,Orsk,RU,2021-12-13 00:45:47,51.2049,58.5668,5.9,78,5,6.71,clear sky
369,Kaka,TM,2021-12-13 00:36:39,37.3482,59.6143,47.12,86,100,7.99,overcast clouds
370,Diamantino,BR,2021-12-13 00:43:16,-14.4086,-56.4461,73.63,97,100,5.5,heavy intensity rain
371,Wawa,NG,2021-12-13 00:45:48,9.9022,4.4192,75.85,28,42,4.43,scattered clouds
372,Lyaskelya,RU,2021-12-13 00:45:48,61.7667,31.0167,25.23,98,100,1.86,light snow
373,Kedougou,SN,2021-12-13 00:45:49,12.5579,-12.1743,77.49,20,64,3.02,broken clouds
374,Seydisehir,TR,2021-12-13 00:45:49,37.4193,31.8453,40.82,71,1,4.47,clear sky
375,Kajaani,FI,2021-12-13 00:45:50,64.2273,27.7285,26.65,100,90,6.91,overcast clouds
376,Northport,US,2021-12-13 00:45:50,33.229,-87.5772,46.22,80,1,3.44,clear sky
377,Altay,CN,2021-12-13 00:36:09,47.8667,88.1167,10.71,69,86,4.76,overcast clouds
378,Durham,US,2021-12-13 00:45:51,36.0335,-78.8664,42.13,68,1,1.01,clear sky
379,Lucapa,AO,2021-12-13 00:45:52,-8.4192,20.7447,66.38,98,100,1.9,overcast clouds
380,Octeville,FR,2021-12-13 00:45:53,49.6261,-1.6435,50.92,93,75,10.36,broken clouds
381,Bastia,FR,2021-12-13 00:45:53,42.6667,9.3333,52.03,38,0,13.0,clear sky
382,Lesnoy,RU,2021-12-13 00:45:54,57.6198,63.0784,16.56,74,50,9.8,scattered clouds
383,Moroni,KM,2021-12-13 00:45:54,-11.7022,43.2551,78.03,76,78,3.36,broken clouds
384,Tolmezzo,IT,2021-12-13 00:45:54,46.4075,13.0175,35.42,81,38,6.78,scattered clouds
385,Kyshtovka,RU,2021-12-13 00:45:55,56.555,76.6271,9.81,96,100,5.08,overcast clouds
386,Praia,CV,2021-12-13 00:38:16,14.9215,-23.5087,73.94,83,100,11.5,overcast clouds
387,Jaisalmer,IN,2021-12-13 00:45:55,26.9147,70.9181,58.62,27,64,7.2,broken clouds
388,Tevriz,RU,2021-12-13 00:45:55,57.509,72.4042,14.47,94,100,6.2,light snow
389,Rincon,US,2021-12-13 00:31:57,32.296,-81.2354,56.86,58,1,8.05,clear sky
390,Roald,NO,2021-12-13 00:43:02,62.5833,6.1333,43.09,87,90,8.05,overcast clouds
391,Ambilobe,MG,2021-12-13 00:45:56,-13.2,49.05,72.25,79,1,3.65,clear sky
392,Caravelas,BR,2021-12-13 00:36:50,-17.7125,-39.2481,76.39,85,100,8.39,overcast clouds
393,Humaita,BR,2021-12-13 00:45:57,-7.5061,-63.0208,75.18,98,100,2.51,overcast clouds
394,Salamanca,ES,2021-12-13 00:45:57,40.8333,-6.0,40.78,80,6,2.66,clear sky
395,Tulsipur,NP,2021-12-13 00:45:57,28.131,82.2973,51.49,76,1,3.96,clear sky
396,Ramsar,IR,2021-12-13 00:45:58,36.9226,50.6426,54.84,94,90,0.0,overcast clouds
397,Hajdudorog,HU,2021-12-13 00:45:58,47.8167,21.5,33.76,82,100,12.91,light snow
398,Osa,RU,2021-12-13 00:45:59,57.2829,55.4567,3.81,94,100,3.4,overcast clouds
399,Mitu,CO,2021-12-13 00:41:20,1.1983,-70.1733,74.55,90,99,2.39,overcast clouds
400,Oussouye,SN,2021-12-13 00:44:01,12.485,-16.5469,74.98,69,16,6.17,few clouds
401,Nioro,GM,2021-12-13 00:36:59,13.35,-15.75,73.94,48,33,5.61,scattered clouds
402,Huarmey,PE,2021-12-13 00:37:33,-10.0681,-78.1522,68.43,83,92,7.23,overcast clouds
403,Kutum,SD,2021-12-13 00:42:35,14.2,24.6667,63.81,35,34,5.82,scattered clouds
404,Krasnoborsk,RU,2021-12-13 00:46:00,61.5598,45.934,12.88,94,100,5.39,overcast clouds
405,Henties Bay,NA,2021-12-13 00:46:00,-22.116,14.2845,60.85,91,2,6.8,clear sky
406,Syracuse,IT,2021-12-13 00:42:00,37.0881,15.2792,48.31,73,7,7.81,clear sky
407,Shache,CN,2021-12-13 00:42:49,38.4167,77.2406,20.39,66,30,2.77,scattered clouds
408,Gijon,ES,2021-12-13 00:46:01,43.5357,-5.6615,50.0,86,11,3.0,few clouds
409,Havoysund,NO,2021-12-13 00:46:01,70.9963,24.6622,34.68,90,100,5.19,light rain
410,Bonthe,SL,2021-12-13 00:33:20,7.5264,-12.505,78.98,86,7,5.91,light rain
411,Mao,ES,2021-12-13 00:37:08,39.8885,4.2658,46.96,93,20,3.44,few clouds
412,Awjilah,LY,2021-12-13 00:46:04,29.1081,21.2869,53.29,78,0,7.96,clear sky
413,Camacari,BR,2021-12-13 00:46:04,-12.6975,-38.3242,80.37,85,81,5.77,broken clouds
414,Netarhat,IN,2021-12-13 00:46:04,23.4833,84.2667,45.43,75,1,2.26,clear sky
415,Kottingbrunn,AT,2021-12-13 00:46:04,47.953,16.2414,40.37,80,98,16.06,overcast clouds
416,Jacareacanga,BR,2021-12-13 00:38:18,-6.2222,-57.7528,74.52,96,100,2.64,light rain
417,Boca Do Acre,BR,2021-12-13 00:46:05,-8.7522,-67.3978,75.42,97,100,3.13,overcast clouds
418,Marawi,PH,2021-12-13 00:36:06,7.9986,124.2928,72.64,76,100,1.68,overcast clouds
419,Olinda,BR,2021-12-13 00:46:06,-8.0089,-34.8553,82.13,69,40,8.05,scattered clouds
420,Mwene-Ditu,CD,2021-12-13 00:46:06,-7.0,23.45,65.59,98,100,2.93,moderate rain
421,Mouila,GA,2021-12-13 00:46:07,-1.8685,11.0559,74.07,96,100,1.68,overcast clouds
422,Ust-Kulom,RU,2021-12-13 00:46:07,61.6864,53.6902,-4.67,98,84,3.47,broken clouds
423,Kadan,CZ,2021-12-13 00:46:07,50.3833,13.2667,41.58,97,100,4.54,overcast clouds
424,Puerto Madryn,AR,2021-12-13 00:46:08,-42.7692,-65.0385,61.48,54,100,19.35,overcast clouds
425,Taltal,CL,2021-12-13 00:46:08,-25.4,-70.4833,62.89,78,1,2.98,clear sky
426,Iranshahr,IR,2021-12-13 00:46:08,27.2025,60.6848,50.34,25,0,4.61,clear sky
427,Betare Oya,CM,2021-12-13 00:46:09,5.6,14.0833,70.2,34,36,4.34,scattered clouds
428,Hwange,ZW,2021-12-13 00:46:09,-18.3693,26.5019,80.1,36,94,3.24,overcast clouds
429,Severnoye,RU,2021-12-13 00:46:10,56.3491,78.3619,9.95,96,100,4.92,light snow
430,Yar-Sale,RU,2021-12-13 00:36:52,66.8333,70.8333,-17.79,100,73,3.42,broken clouds
431,Harstad,NO,2021-12-13 00:46:10,68.799,16.5293,33.3,100,100,6.49,light snow
432,Oistins,BB,2021-12-13 00:45:53,13.0667,-59.5333,80.69,78,40,19.57,scattered clouds
433,Isoka,ZM,2021-12-13 00:42:58,-10.1606,32.6335,63.07,83,61,2.51,broken clouds
434,Neuquen,AR,2021-12-13 00:46:11,-38.9516,-68.0591,66.09,27,0,12.66,clear sky
435,Maniitsoq,GL,2021-12-13 00:37:46,65.4167,-52.9,20.79,62,2,8.03,clear sky
436,Francisco Sa,BR,2021-12-13 00:46:12,-16.4758,-43.4883,77.14,90,98,4.88,light rain
437,Cabrera,DO,2021-12-13 00:46:12,19.6426,-69.9049,76.32,80,35,11.3,scattered clouds
438,Cusset,FR,2021-12-13 00:43:21,46.13,3.4596,42.62,94,100,2.26,overcast clouds
439,Sasovo,RU,2021-12-13 00:46:13,54.3537,41.9199,19.94,82,100,8.77,overcast clouds
440,Rajnagar,IN,2021-12-13 00:46:13,24.8833,79.9167,52.02,58,0,2.77,clear sky
441,Oranjemund,NA,2021-12-13 00:46:13,-28.55,16.4333,60.64,94,6,2.95,clear sky
442,Srivardhan,IN,2021-12-13 00:46:14,18.0333,73.0167,74.66,61,11,5.75,few clouds
443,Bushtyno,UA,2021-12-13 00:46:14,48.0512,23.4858,38.91,81,100,2.84,overcast clouds
444,Kopavogur,IS,2021-12-13 00:46:15,64.1123,-21.913,41.22,86,75,10.36,broken clouds
445,Mehamn,NO,2021-12-13 00:36:35,71.0357,27.8492,27.36,94,100,12.57,light snow
446,Yenagoa,NG,2021-12-13 00:42:23,4.9247,6.2642,79.36,86,41,3.58,scattered clouds
447,Tarabuco,BO,2021-12-13 00:46:15,-19.1667,-64.9167,57.24,65,100,6.73,overcast clouds
448,Trincomalee,LK,2021-12-13 00:43:21,8.5711,81.2335,80.31,82,98,16.49,light rain
449,Ust-Ishim,RU,2021-12-13 00:37:45,57.6935,71.1665,15.1,95,100,6.6,light snow
450,Hauterive,FR,2021-12-13 00:38:15,46.0901,3.4459,43.02,94,100,2.42,overcast clouds
451,Derzhavinsk,KZ,2021-12-13 00:46:16,51.1,66.3167,-0.2,97,5,5.37,clear sky
452,Igarka,RU,2021-12-13 00:46:16,67.4667,86.5833,-23.98,94,97,3.09,overcast clouds
453,Usinsk,RU,2021-12-13 00:46:17,65.9939,57.5281,7.83,96,99,11.72,overcast clouds
454,Synya,RU,2021-12-13 00:46:17,65.3718,58.0387,8.2,94,95,8.66,overcast clouds
455,Sayyan,YE,2021-12-13 00:46:17,15.1718,44.3244,39.45,65,0,3.94,clear sky
456,Mont-Joli,CA,2021-12-13 00:44:13,48.5839,-68.1921,34.59,69,90,16.11,overcast clouds
457,Great Yarmouth,GB,2021-12-13 00:46:18,52.6083,1.7305,52.45,80,100,15.35,overcast clouds
458,Marystown,CA,2021-12-13 00:46:18,47.1666,-55.1483,38.86,100,100,10.0,overcast clouds
459,Cartagena,CO,2021-12-13 00:41:29,10.3997,-75.5144,78.42,89,75,12.66,broken clouds
460,Hickory,US,2021-12-13 00:43:47,35.7332,-81.3412,44.94,62,1,0.0,clear sky
461,Mocuba,MZ,2021-12-13 00:38:16,-16.8392,36.9856,76.96,66,15,4.43,few clouds
462,Padang,ID,2021-12-13 00:46:19,-0.9492,100.3543,77.05,92,100,2.1,overcast clouds
463,Burton,US,2021-12-13 00:46:19,42.9995,-83.6163,42.03,49,86,4.0,overcast clouds
464,Virginia Beach,US,2021-12-13 00:44:48,36.8529,-75.978,43.02,62,1,3.44,clear sky
465,Isiolo,KE,2021-12-13 00:46:20,0.3546,37.5822,64.72,76,23,3.8,few clouds
466,Livny,RU,2021-12-13 00:46:20,52.4253,37.6069,30.15,57,100,10.89,overcast clouds
467,Kozhva,RU,2021-12-13 00:46:21,65.1073,57.0459,8.76,94,100,8.48,overcast clouds
468,Gataia,RO,2021-12-13 00:46:21,45.4311,21.43,35.96,92,100,5.03,overcast clouds
469,Moroto,UG,2021-12-13 00:46:21,2.5345,34.6666,64.9,65,100,6.64,overcast clouds
470,Rafai,CF,2021-12-13 00:46:22,4.95,23.9167,71.64,43,93,2.04,overcast clouds
471,Osakarovka,KZ,2021-12-13 00:37:55,50.565,72.5692,-5.93,100,20,3.11,few clouds
472,Menongue,AO,2021-12-13 00:46:22,-14.6585,17.691,63.77,94,99,1.01,overcast clouds
473,Ustka,PL,2021-12-13 00:45:08,54.5805,16.8619,33.62,95,100,7.65,overcast clouds
474,Narwar,IN,2021-12-13 00:46:26,25.65,77.9,50.36,56,7,2.68,clear sky
475,Mahendranagar,NP,2021-12-13 00:46:26,28.9167,80.3333,53.38,61,22,4.61,few clouds
476,Berck,FR,2021-12-13 00:46:27,50.4,1.6,51.78,76,90,8.05,overcast clouds
477,Zhezkazgan,KZ,2021-12-13 00:37:42,47.8043,67.7144,19.38,86,90,17.9,light snow
478,Nuqui,CO,2021-12-13 00:43:17,5.7125,-77.2708,74.1,90,100,3.94,overcast clouds
479,Makaryev,RU,2021-12-13 00:46:28,57.8797,43.8069,14.97,92,100,7.16,overcast clouds
480,Chapais,CA,2021-12-13 00:46:28,49.7834,-74.8492,26.38,95,100,10.51,light snow
481,Bayji,IQ,2021-12-13 00:43:46,34.9311,43.487,55.2,33,100,9.04,overcast clouds
482,Chicama,PE,2021-12-13 00:36:38,-7.8447,-79.1469,64.94,78,80,5.77,broken clouds
483,Tornio,FI,2021-12-13 00:38:21,65.8481,24.1466,32.02,93,100,9.42,overcast clouds
484,Kodyma,UA,2021-12-13 00:46:29,48.0988,29.1246,34.16,92,100,6.8,overcast clouds
485,Lebork,PL,2021-12-13 00:46:29,54.5392,17.7501,35.92,83,100,4.74,overcast clouds
486,Hvolsvollur,IS,2021-12-13 00:46:30,63.7533,-20.2243,34.81,83,100,9.64,snow
487,Hollola,FI,2021-12-13 00:46:30,61.05,25.4333,30.02,99,100,1.99,overcast clouds
488,Thouars,FR,2021-12-13 00:46:30,46.976,-0.2151,48.36,95,44,5.12,scattered clouds
489,Mecca,SA,2021-12-13 00:38:14,21.4267,39.8261,71.47,47,59,4.74,broken clouds
490,Bawal,IN,2021-12-13 00:46:31,28.0833,76.5833,52.32,51,39,4.07,scattered clouds
491,San Jose,US,2021-12-13 00:42:13,37.3394,-121.895,55.15,81,90,8.99,overcast clouds
492,Suez,EG,2021-12-13 00:46:31,29.9737,32.5263,65.52,51,100,6.42,overcast clouds
493,Kharan,PK,2021-12-13 00:46:32,28.5833,65.4167,50.09,24,0,6.76,clear sky
494,Coihaique,CL,2021-12-13 00:34:30,-45.5752,-72.0662,53.55,58,75,6.91,broken clouds
495,Chamalieres,FR,2021-12-13 00:46:32,45.7756,3.0631,34.66,100,75,5.75,broken clouds
496,Verkhnyaya Inta,RU,2021-12-13 00:37:48,65.9811,60.3094,9.0,94,99,8.25,overcast clouds
497,Gubkinskiy,RU,2021-12-13 00:46:33,64.434,76.5026,-24.86,91,15,7.81,few clouds
498,Registro,BR,2021-12-13 00:46:33,-24.4875,-47.8436,71.33,99,93,1.7,overcast clouds
499,Cascais,PT,2021-12-13 00:46:34,38.6979,-9.4215,59.5,71,3,1.01,clear sky
500,Walvis Bay,NA,2021-12-13 00:46:34,-22.9575,14.5053,61.09,88,4,5.75,clear sky
501,Zhanaozen,KZ,2021-12-13 00:46:34,43.3,52.8,22.26,73,0,10.98,clear sky
502,Nigde,TR,2021-12-13 00:46:34,37.8333,34.75,41.45,48,100,8.01,overcast clouds
503,Damietta,EG,2021-12-13 00:46:35,31.4165,31.8133,66.09,70,100,3.98,overcast clouds
504,Khandwa,IN,2021-12-13 00:46:35,21.8333,76.3333,61.99,63,0,4.72,clear sky
505,Nokaneng,BW,2021-12-13 00:38:19,-19.6667,22.2667,71.82,70,100,4.43,overcast clouds
506,Florianopolis,BR,2021-12-13 00:44:41,-27.6146,-48.5012,73.36,89,40,5.75,scattered clouds
507,Iracoubo,GF,2021-12-13 00:46:36,5.4802,-53.2011,77.02,91,99,8.63,overcast clouds
508,Novyy Svit,UA,2021-12-13 00:46:36,47.8059,38.0211,32.83,70,100,15.48,overcast clouds
509,Basseterre,KN,2021-12-13 00:46:37,17.2948,-62.7261,79.18,82,20,14.97,few clouds
510,Basirpur,PK,2021-12-13 00:46:37,30.5832,73.829,52.09,25,2,4.56,clear sky
511,Saint-Francois,FR,2021-12-13 00:41:06,46.4154,3.9054,43.48,98,90,2.3,overcast clouds
512,Bure,ET,2021-12-13 00:46:38,10.7,37.0667,53.53,35,100,4.92,overcast clouds
513,Riosucio,CO,2021-12-13 00:46:38,5.4216,-75.7032,61.23,98,77,1.34,broken clouds
514,Kristiansund,NO,2021-12-13 00:46:38,63.1115,7.732,37.45,68,93,12.37,overcast clouds
515,Mount Pleasant,US,2021-12-13 00:38:14,32.7941,-79.8626,51.98,75,1,3.0,clear sky
516,Miraflores,MX,2021-12-13 00:46:39,19.2167,-98.8083,66.87,63,18,3.36,few clouds
517,Kirkwall,GB,2021-12-13 00:37:25,58.9848,-2.9587,50.34,87,40,21.85,scattered clouds
518,Santiago,CL,2021-12-13 00:45:07,-33.4569,-70.6483,69.24,44,0,6.91,clear sky
519,Sokna,NO,2021-12-13 00:46:39,60.24,9.9235,35.67,94,100,3.56,overcast clouds
520,Kishi,NG,2021-12-13 00:46:40,9.0833,3.85,75.6,20,81,4.0,broken clouds
521,Rocha,UY,2021-12-13 00:36:48,-34.4833,-54.3333,64.44,90,7,4.83,clear sky
522,Mogadishu,SO,2021-12-13 00:46:40,2.0371,45.3438,79.05,82,90,17.27,overcast clouds
523,Luena,AO,2021-12-13 00:38:17,-11.7833,19.9167,64.06,95,100,1.83,moderate rain
